hospital_number,Address1,City,CountyName,HospitalName,HospitalOwner,HospitalType,PhoneNumber,ProviderNumber,State,Stateavg,ZipCode,src
724,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_hf-1a,35058a,d
724,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_hf-1a,35058a,a
725,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_hf-2,35058,c
725,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_hf-2,35058,e
725,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_hf-2a,35058a,a
725,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_hf-2a,35058a,d
725,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_hf-2a,35058a,b
726,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_hf-3,35058,b
726,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_hf-3,35058,c
726,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_hf-3a,35058a,d
726,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_hf-3a,35058a,a
726,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_hf-3a,35058a,e
727,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_hf-4,35058,e
727,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_hf-4,35058,d
727,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_hf-4a,35058a,c
727,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_hf-4a,35058a,b
727,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_hf-4a,35058a,a
728,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_pn-2,35058,b
728,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_pn-2,35058,c
728,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_pn-2a,35058a,d
728,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_pn-2a,35058a,e
728,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_pn-2a,35058a,a
729,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_pn-3b,35058,e
729,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_pn-3b,35058,a
729,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_pn-3ba,35058a,d
729,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_pn-3ba,35058a,c
729,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_pn-3ba,35058a,b
730,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_pn-4,35058,b
730,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_pn-4,35058,a
730,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_pn-4a,35058a,e
730,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_pn-4a,35058a,c
730,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_pn-4a,35058a,d
731,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_pn-5c,35058,e
731,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_pn-5c,35058,a
731,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_pn-5ca,35058a,c
731,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_pn-5ca,35058a,b
731,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_pn-5ca,35058a,d
732,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_pn-6,35058,c
732,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_pn-6,35058,b
732,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_pn-6a,35058a,a
732,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_pn-6a,35058a,d
732,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_pn-6a,35058a,e
733,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_pn-7,35058,b
733,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_pn-7,35058,d
733,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_pn-7a,35058a,e
733,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_pn-7a,35058a,a
733,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_pn-7a,35058a,c
734,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_scip-card-2,35058,e
734,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_scip-card-2,35058,b
734,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_scip-card-2a,35058a,a
734,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_scip-card-2a,35058a,d
734,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_scip-card-2a,35058a,c
735,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_scip-inf-1,35058,c
735,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_scip-inf-1,35058,b
735,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_scip-inf-1a,35058a,a
735,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_scip-inf-1a,35058a,d
735,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_scip-inf-1a,35058a,e
736,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_scip-inf-2,35058,e
736,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_scip-inf-2,35058,c
736,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_scip-inf-2a,35058a,b
736,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_scip-inf-2a,35058a,d
736,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_scip-inf-2a,35058a,a
737,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_scip-inf-3,35058,e
737,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_scip-inf-3,35058,c
737,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_scip-inf-3a,35058a,b
737,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_scip-inf-3a,35058a,d
737,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_scip-inf-3a,35058a,a
738,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_scip-inf-4,35058,e
738,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_scip-inf-4,35058,a
738,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035a,ala,al_scip-inf-4a,35058a,c
738,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_scip-inf-4a,35058a,b
738,1912 alabama highway 157,cullman,cullman,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000,10035a,ala,al_scip-inf-4a,35058a,d
739,1912 alabama highway 157a,cullmana,cullmana,cullman regional medical center,government - hospital district or authority,acute care hospitals,2567372000a,10035,al,al_scip-inf-6,35058,d
