hospital_number,Address1,City,CountyName,HospitalName,HospitalOwner,HospitalType,PhoneNumber,ProviderNumber,State,Stateavg,ZipCode
758,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_pn-7a,36420a
759,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_scip-card-2,36420
759,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_scip-card-2,36420
759,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036a,ala,al_scip-card-2a,36420a
759,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_scip-card-2a,36420a
759,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_scip-card-2a,36420a
760,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_scip-inf-1,36420
760,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_scip-inf-1,36420
760,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036a,ala,al_scip-inf-1a,36420a
760,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_scip-inf-1a,36420a
760,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_scip-inf-1a,36420a
761,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_scip-inf-2,36420
761,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_scip-inf-2,36420
761,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036a,ala,al_scip-inf-2a,36420a
761,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_scip-inf-2a,36420a
761,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_scip-inf-2a,36420a
762,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_scip-inf-3,36420
762,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_scip-inf-3,36420
762,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036a,ala,al_scip-inf-3a,36420a
762,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_scip-inf-3a,36420a
762,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_scip-inf-3a,36420a
763,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_scip-inf-4,36420
763,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_scip-inf-4,36420
763,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036a,ala,al_scip-inf-4a,36420a
763,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_scip-inf-4a,36420a
763,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_scip-inf-4a,36420a
764,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_scip-inf-6,36420
764,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_scip-inf-6,36420
764,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036a,ala,al_scip-inf-6a,36420a
764,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_scip-inf-6a,36420a
764,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_scip-inf-6a,36420a
765,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_scip-vte-1,36420
765,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_scip-vte-1,36420
765,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036a,ala,al_scip-vte-1a,36420a
765,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_scip-vte-1a,36420a
765,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_scip-vte-1a,36420a
766,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_scip-vte-2,36420
766,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036,al,al_scip-vte-2,36420
766,849 south three notch streeta,andalusiaa,covingtona,andalusia regional hospital,proprietary,acute care hospitals,3342228466a,10036a,ala,al_scip-vte-2a,36420a
766,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_scip-vte-2a,36420a
766,849 south three notch street,andalusia,covington,andalusia regional hospital,proprietary,acute care hospitals,3342228466,10036a,ala,al_scip-vte-2a,36420a
767,301 east 18th sta,annistona,calhouna,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900a,10038,al,al_cac-1,36201
767,301 east 18th sta,annistona,calhouna,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900a,10038,al,al_cac-1,36201
767,301 east 18th sta,annistona,calhouna,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900a,10038a,ala,al_cac-1a,36201a
767,301 east 18th st,anniston,calhoun,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900,10038a,ala,al_cac-1a,36201a
767,301 east 18th st,anniston,calhoun,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900,10038a,ala,al_cac-1a,36201a
768,301 east 18th sta,annistona,calhouna,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900a,10038,al,al_scip-inf-1,36201
768,301 east 18th sta,annistona,calhouna,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900a,10038,al,al_scip-inf-1,36201
768,301 east 18th sta,annistona,calhouna,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900a,10038a,ala,al_scip-inf-1a,36201a
768,301 east 18th st,anniston,calhoun,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900,10038a,ala,al_scip-inf-1a,36201a
768,301 east 18th st,anniston,calhoun,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900,10038a,ala,al_scip-inf-1a,36201a
769,301 east 18th sta,annistona,calhouna,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900a,10038,al,al_scip-inf-2,36201
769,301 east 18th sta,annistona,calhouna,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900a,10038,al,al_scip-inf-2,36201
769,301 east 18th sta,annistona,calhouna,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900a,10038a,ala,al_scip-inf-2a,36201a
769,301 east 18th st,anniston,calhoun,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900,10038a,ala,al_scip-inf-2a,36201a
769,301 east 18th st,anniston,calhoun,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900,10038a,ala,al_scip-inf-2a,36201a
770,301 east 18th sta,annistona,calhouna,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900a,10038,al,al_scip-inf-3,36201
770,301 east 18th sta,annistona,calhouna,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900a,10038,al,al_scip-inf-3,36201
770,301 east 18th sta,annistona,calhouna,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900a,10038a,ala,al_scip-inf-3a,36201a
770,301 east 18th st,anniston,calhoun,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900,10038a,ala,al_scip-inf-3a,36201a
770,301 east 18th st,anniston,calhoun,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900,10038a,ala,al_scip-inf-3a,36201a
771,301 east 18th sta,annistona,calhouna,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900a,10038,al,al_scip-inf-4,36201
771,301 east 18th sta,annistona,calhouna,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900a,10038,al,al_scip-inf-4,36201
771,301 east 18th sta,annistona,calhouna,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900a,10038a,ala,al_scip-inf-4a,36201a
771,301 east 18th st,anniston,calhoun,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900,10038a,ala,al_scip-inf-4a,36201a
771,301 east 18th st,anniston,calhoun,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900,10038a,ala,al_scip-inf-4a,36201a
772,301 east 18th sta,annistona,calhouna,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900a,10038,al,al_scip-inf-6,36201
772,301 east 18th sta,annistona,calhouna,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900a,10038,al,al_scip-inf-6,36201
772,301 east 18th sta,annistona,calhouna,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900a,10038a,ala,al_scip-inf-6a,36201a
772,301 east 18th st,anniston,calhoun,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900,10038a,ala,al_scip-inf-6a,36201a
772,301 east 18th st,anniston,calhoun,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900,10038a,ala,al_scip-inf-6a,36201a
773,301 east 18th sta,annistona,calhouna,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900a,10038,al,al_scip-vte-1,36201
773,301 east 18th sta,annistona,calhouna,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900a,10038,al,al_scip-vte-1,36201
773,301 east 18th sta,annistona,calhouna,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900a,10038a,ala,al_scip-vte-1a,36201a
773,301 east 18th st,anniston,calhoun,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900,10038a,ala,al_scip-vte-1a,36201a
773,301 east 18th st,anniston,calhoun,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900,10038a,ala,al_scip-vte-1a,36201a
774,301 east 18th sta,annistona,calhouna,stringfellow memorial hospital,proprietary,acute care hospitals,2562358900a,10038,al,al_scip-vte-2,36201
