flight,scheduled_dept,actual_dept,dept_gate,scheduled_arrival,actual_arrival,arrival_gate
2011-12-31-AA-1279-DFW-PHX,December 31- 2011               01:00 PM    ,December 31- 2011               01:24 PM    , A22,December 31- 2011               02:35 PM    ,December 31- 2011               02:48 PM    , 4    
2011-12-31-AA-2050-ORD-MIA,December 31- 2011               10:40 AM    ,December 31- 2011               10:35 AM    , H15,December 31- 2011               02:45 PM    ,December 31- 2011               02:28 PM    , D3    
2011-12-31-AA-3804-PHL-ORD,December 31- 2011               02:35 PM    ,December 31- 2011               02:25 PM    , A7,December 31- 2011               04:05 PM    ,December 31- 2011               03:29 PM    , G13    
2011-12-31-AA-1434-DFW-MCO,December 31- 2011               07:15 AM    ,December 31- 2011               07:20 AM    , C2,December 31- 2011               10:35 AM    ,December 31- 2011               10:45 AM    , 17    
2011-12-31-AA-59-JFK-SFO,December 31- 2011               07:10 AM    ,December 31- 2011               07:05 AM    , 44,December 31- 2011               10:45 AM    ,December 31- 2011               10:20 AM    , 58B    
2011-12-31-AA-415-BOS-ORD,December 31- 2011               08:35 AM    ,December 31- 2011               08:31 AM    , B35,December 31- 2011               10:40 AM    ,December 31- 2011               09:56 AM    , K13    
2011-12-31-AA-222-LAX-BOS,December 31- 2011               07:10 AM    ,December 31- 2011               07:05 AM    , 47B,December 31- 2011               03:30 PM    ,December 31- 2011               03:20 PM    , B34    
2011-12-31-AA-3823-LAX-DEN,December 31- 2011               09:00 PM    ,December 31- 2011     , 44J,January 1- 2011               12:15 AM    ,January 1- 2011     , A49    
2011-12-31-AA-1165-JFK-MIA,December 31- 2011               06:59 AM    ,December 31- 2011               06:58 AM    , 36,December 31- 2011               10:34 AM    ,December 31- 2011               10:03 AM    , D2    
2011-12-31-AA-3786-IAH-ORD,December 31- 2011               04:00 PM    ,December 31- 2011               03:57 PM    , A30,December 31- 2011               06:40 PM    ,December 31- 2011               06:25 PM    , G13    
2011-12-31-AA-4330-CVG-ORD,December 31- 2011               03:35 PM    ,December 31- 2011               03:33 PM    , 5,December 31- 2011               04:00 PM    ,December 31- 2011               03:48 PM    , G3    
2011-12-31-AA-1664-MIA-ATL,December 31- 2011               10:15 AM    ,December 31- 2011               10:16 AM    , D41,December 31- 2011               12:10 PM    ,December 31- 2011               11:57 AM    , T11    
2011-12-31-AA-789-ORD-DEN,December 31- 2011               01:05 PM    ,December 31- 2011               01:11 PM    , K9,December 31- 2011               02:35 PM    ,December 31- 2011               02:50 PM    , A49    
2011-12-31-AA-3468-CVG-MIA,December 31- 2011               07:00 AM    ,December 31- 2011               06:54 AM    , 1,December 31- 2011               09:55 AM    ,December 31- 2011               09:16 AM    , D27B    
2011-12-31-AA-204-LAX-MCO,December 31- 2011               11:25 PM    ,December 31- 2011     , 42A,January 1- 2011               06:55 AM    ,January 1- 2011     , TBA    
2011-12-31-AA-1733-ORD-PHX,December 31- 2011               07:45 PM    ,December 31- 2011               07:46 PM    , K18,December 31- 2011               10:30 PM    ,December 31- 2011     , 6    
2011-12-31-AA-4277-CVG-JFK,December 31- 2011               12:10 PM    ,December 31- 2011               12:08 PM    , 1,December 31- 2011               02:15 PM    ,December 31- 2011               01:58 PM    , 32I    
2011-12-31-AA-466-IAH-MIA,December 31- 2011               06:00 AM    ,December 31- 2011               05:56 AM    , A27,December 31- 2011               09:20 AM    ,December 31- 2011               09:18 AM    , D41    
2011-12-31-AA-2312-DFW-DTW,December 31- 2011               08:25 PM    ,December 31- 2011     , A20,December 31- 2011               11:50 PM    ,December 31- 2011     , D32    
2011-12-31-AA-404-MIA-MCO,December 31- 2011               06:45 AM    ,December 31- 2011               06:40 AM    , E7,December 31- 2011               07:45 AM    ,December 31- 2011               07:38 AM    , 15    
2011-12-31-AA-85-JFK-SFO,December 31- 2011               03:05 PM    ,December 31- 2011               03:03 PM    , 43,December 31- 2011               06:30 PM    ,December 31- 2011               06:28 PM    , 58B    
2011-12-31-AA-446-DFW-PHL,December 31- 2011               11:50 AM    ,December 31- 2011               11:47 AM    , A20,December 31- 2011               03:50 PM    ,December 31- 2011               03:41 PM    , A9    
2011-12-31-AA-3-JFK-LAX,December 31- 2011               12:00 PM    ,December 31- 2011               11:54 AM    , 35,December 31- 2011               03:15 PM    ,December 31- 2011               02:48 PM    , 42A    
2011-12-31-AA-2268-PHX-ORD,December 31- 2011               07:15 AM    ,December 31- 2011               07:09 AM    , 6,December 31- 2011               11:35 AM    ,December 31- 2011               11:07 AM    , H11A    
2011-12-31-AA-1007-MIA-PHX,December 31- 2011               04:55 PM    ,December 31- 2011               04:45 PM    , D30,December 31- 2011               08:05 PM    ,December 31- 2011               07:34 PM    , 6    
2011-12-31-AA-4344-ORD-DTW,December 31- 2011               11:45 AM    ,December 31- 2011               12:20 PM    , G18,December 31- 2011               02:00 PM    ,December 31- 2011               02:50 PM    , D28    
2011-12-31-AA-484-DFW-MIA,December 31- 2011               04:15 PM    ,December 31- 2011               04:16 PM    , D18,December 31- 2011               07:55 PM    ,December 31- 2011               08:02 PM    , D47    
2011-12-31-AA-3979-CVG-ORD,December 31- 2011               07:30 AM    ,December 31- 2011               07:24 AM    , 5,December 31- 2011               08:00 AM    ,December 31- 2011               07:31 AM    , G10    
2011-12-31-AA-3063-SLC-LAX,December 31- 2011               08:20 PM    ,December 31- 2011               08:15 PM    , A3,December 31- 2011               09:20 PM    ,December 31- 2011     , 44H    
2011-12-31-AA-3859-IAH-ORD,December 31- 2011               07:10 AM    ,December 31- 2011               07:06 AM    , A29,December 31- 2011               09:40 AM    ,December 31- 2011               09:21 AM    , G13    
2011-12-31-AA-3842-MSP-ORD,December 31- 2011               06:00 AM    ,December 31- 2011               05:50 AM    , E14,December 31- 2011               07:30 AM    ,December 31- 2011               07:20 AM    , G6B    
2011-12-31-AA-271-MIA-LAX,December 31- 2011               11:35 AM    ,December 31- 2011               11:48 AM    , D10,December 31- 2011               02:25 PM    ,December 31- 2011               02:22 PM    , 45    
2011-12-31-AA-643-MIA-ORD,December 31- 2011               07:10 AM    ,December 31- 2011               07:09 AM    , D2,December 31- 2011               09:35 AM    ,December 31- 2011               09:16 AM    , H15    
2011-12-31-AA-4198-ORD-CLE,December 31- 2011               10:40 AM    ,December 31- 2011               11:19 AM    , G6B,December 31- 2011               12:55 PM    ,December 31- 2011               01:27 PM    , A1    
2011-12-31-AA-400-DFW-JFK,December 31- 2011               10:40 AM    ,December 31- 2011               10:49 AM    , A37,December 31- 2011               02:59 PM    ,December 31- 2011               03:02 PM    , 34    
2011-12-31-AA-1886-BOS-MIA,December 31- 2011               10:45 AM    ,December 31- 2011               10:38 AM    , B33,December 31- 2011               02:20 PM    ,December 31- 2011               01:53 PM    , D51    
2011-12-31-AA-1917-JFK-MCO,December 31- 2011               02:55 PM    ,December 31- 2011               02:58 PM    , 3,December 31- 2011               05:55 PM    ,December 31- 2011               05:36 PM    , 16    
2011-12-31-AA-1544-SAN-ORD,December 31- 2011               11:25 AM    ,December 31- 2011               11:29 AM    , 27,December 31- 2011               05:25 PM    ,December 31- 2011               05:14 PM    , H11B    
2011-12-31-AA-649-ORD-SNA,December 31- 2011               01:30 PM    ,December 31- 2011     , H17,December 31- 2011               03:50 PM    ,December 31- 2011     , 7    
2011-12-31-AA-3809-PHX-LAX,December 31- 2011               06:00 AM    ,December 31- 2011               07:00 AM    , 2,December 31- 2011               06:40 AM    ,December 31- 2011               07:30 AM    , 44F    
2011-12-31-AA-2957-DFW-CVG,December 31- 2011               07:55 AM    ,December 31- 2011               10:43 AM    , B13,December 31- 2011               11:05 AM    ,December 31- 2011               01:48 PM    , 1    
2011-12-31-UA-1500-IAH-GUA,Sat- Dec 31 8:50 AM,Sat- Dec 31 8:47 AM            On Time,E16,Sat- Dec 31 11:43 AM,Sat- Dec 31 11:43 AM,--
2011-12-31-UA-3515-IAD-MSP,Sat- Dec 31 8:15 AM,Sat- Dec 31 8:13 AM,D18,Sat- Dec 31 10:05 AM,Sat- Dec 31 9:53 AM,E10
2011-12-31-UA-414-LAX-SFO,Sat- Dec 31 6:00 AM,Sat- Dec 31 5:56 AM,84,Sat- Dec 31 7:26 AM,Sat- Dec 31 7:17 AM,94
2011-12-31-UA-257-JFK-SFO,Sat- Dec 31 2:30 PM,Sat- Dec 31 2:23 PM,10,Sat- Dec 31 6:14 PM,Sat- Dec 31 5:32 PM,94
2011-12-31-UA-62-IAH-EWR,Sat- Dec 31 2:30 PM,Sat- Dec 31 3:46 PM,C-29,Sat- Dec 31 6:52 PM,Sat- Dec 31 7:55 PM,C98
2011-12-31-UA-843-LAX-ORD,Sat- Dec 31 2:18 PM,Sat- Dec 31 2:38 PM,73,Sat- Dec 31 8:23 PM,Sat- Dec 31 8:26 PM,C23
2011-12-31-UA-397-JFK-SFO,Sat- Dec 31 8:25 AM,Sat- Dec 31 8:22 AM,10,Sat- Dec 31 12:14 PM,Sat- Dec 31 11:30 AM,81
2011-12-31-UA-2704-DTW-PHX,Sat- Dec 31 11:15 AM,Sat- Dec 31 11:15 AM,D25,Sat- Dec 31 1:40 PM,Sat- Dec 31 1:37 PM,A27
2011-12-31-UA-3373-IAD-PHL,Sat- Dec 31 8:30 AM,Sat- Dec 31 8:49 AM,A4B,Sat- Dec 31 9:25 AM,Sat- Dec 31 9:37 AM,D9
2011-12-31-UA-2906-PHL-MCO,Sat- Dec 31 3:50 PM,Sat- Dec 31 4:26 PM            Delayed,C20,Sat- Dec 31 6:23 PM,Sat- Dec 31 6:30 PM,58
2011-12-31-UA-938-DEN-ORD,Sat- Dec 31 3:54 PM,Sat- Dec 31 4:11 PM,B38,Sat- Dec 31 7:17 PM,Sat- Dec 31 7:07 PM,C26
2011-12-31-UA-3099-PHX-PHL,Sat- Dec 31 11:55 AM,Sat- Dec 31 11:55 AM,A24,Sat- Dec 31 6:17 PM,Sat- Dec 31 6:19 PM,C23
2011-12-31-UA-3925-IAD-ORF,Sat- Dec 31 8:42 AM,Sat- Dec 31 10:05 AM,A2C,Sat- Dec 31 9:55 AM,Sat- Dec 31 11:24 AM,--
2011-12-31-UA-5487-SFO-MRY,Sat- Dec 31 10:30 AM,Sat- Dec 31 11:58 AM,76B,Sat- Dec 31 11:17 AM,Sat- Dec 31 12:38 PM,--
2011-12-31-UA-3050-PHX-CLT,Sat- Dec 31 11:05 AM,Sat- Dec 31 11:14 AM,A30,Sat- Dec 31 4:57 PM,Sat- Dec 31 4:56 PM,B3
2011-12-31-UA-2830-MCO-CLT,Sat- Dec 31 3:27 PM,Sat- Dec 31 3:27 PM,58,Sat- Dec 31 5:05 PM,Sat- Dec 31 4:54 PM,B12
2011-12-31-UA-37-EWR-MCO,Sat- Dec 31 1:29 PM,Sat- Dec 31 1:26 PM            On Time,C137,Sat- Dec 31 4:25 PM,Sat- Dec 31 3:51 PM,39
2011-12-31-UA-37-EDI-EWR,Sat- Dec 31 9:05 AM,Sat- Dec 31 8:53 AM,--,Sat- Dec 31 11:53 AM,Sat- Dec 31 11:37 AM,C136
2011-12-31-UA-2708-EWR-CLT,Sat- Dec 31 2:55 PM,Sat- Dec 31 2:55 PM,A37,Sat- Dec 31 4:53 PM,Sat- Dec 31 4:18 PM,C17
2011-12-31-UA-2726-FLL-PHL,Sat- Dec 31 4:00 PM,Sat- Dec 31 4:00 PM,E3,Sat- Dec 31 6:46 PM,Sat- Dec 31 6:32 PM,C20
2011-12-31-UA-2945-PHL-CLT,Sat- Dec 31 12:00 AM,Sat- Dec 31 4:11 AM,C30,Sat- Dec 31 1:45 PM,Sat- Dec 31 1:10 PM,C17
2011-12-31-UA-6273-YYC-SFO,Sat- Dec 31 7:45 AM,Sat- Dec 31 7:42 AM,--,Sat- Dec 31 9:53 AM,Sat- Dec 31 9:35 AM,69
2011-12-31-UA-2314-ATL-PHL,Sat- Dec 31 2:55 PM,Sat- Dec 31 3:03 PM,D23,Sat- Dec 31 5:00 PM,Sat- Dec 31 5:00 PM,C18
2011-12-31-UA-382-IAD-LAX,Sat- Dec 31 12:20 PM,Sat- Dec 31 1:50 PM            Delayed,C27,Sat- Dec 31 3:08 PM,Sat- Dec 31 4:18 PM,73
2011-12-31-UA-858-PVG-SFO,Sat- Dec 31 1:45 PM,Sat- Dec 31 1:38 PM,77,Sat- Dec 31 8:27 AM,Sat- Dec 31 7:55 AM,97
2011-12-31-UA-854-SFO-IAH,Sat- Dec 31 7:35 AM,Sat- Dec 31 7:31 AM,100,Sat- Dec 31 1:30 PM,Sat- Dec 31 1:12 PM,--
2012-01-01-AA-1221-MCO-ORD,January 1- 2012               08:00 PM    ,January 1- 2012               07:57 PM    , 15,January 1- 2012               09:50 PM    ,January 1- 2012               09:45 PM    , K4    
2012-01-01-AA-4307-ORD-DTW,January 1- 2012               06:45 PM    ,January 1- 2012               06:54 PM    , G2A,January 1- 2012               09:10 PM    ,January 1- 2012               09:12 PM    , D19    
2012-01-01-AA-616-DFW-DTW,January 1- 2012               09:05 AM    ,January 1- 2012               09:01 AM    , A21,January 1- 2012               12:35 PM    ,January 1- 2012               12:28 PM    , D32    
2012-01-01-AA-431-MIA-SFO,January 1- 2012               08:35 AM    ,January 1- 2012               08:27 AM    , D16,January 1- 2012               11:50 AM    ,January 1- 2012               11:13 AM    , 57    
2012-01-01-AA-3756-ORD-SLC,January 1- 2012               12:15 PM    ,January 1- 2012               12:16 PM    , G19,January 1- 2012               02:45 PM    ,January 1- 2012               02:29 PM    , A3    
2012-01-01-AA-2050-ORD-MIA,January 1- 2012               10:40 AM    ,January 1- 2012               10:49 AM    , K7,January 1- 2012               02:45 PM    ,January 1- 2012               02:53 PM    , D23    
2012-01-01-AA-3804-PHL-ORD,January 1- 2012               02:35 PM    ,January 1- 2012               02:29 PM    , A7,January 1- 2012               04:05 PM    ,January 1- 2012               04:02 PM    , H2    
2012-01-01-AA-1664-MIA-ATL,January 1- 2012               10:15 AM    ,January 1- 2012               10:16 AM    , D4,January 1- 2012               12:10 PM    ,January 1- 2012               12:02 PM    , T11    
2012-01-01-AA-789-ORD-DEN,January 1- 2012               01:05 PM    ,January 1- 2012               01:06 PM    , H9,January 1- 2012               02:35 PM    ,January 1- 2012               02:31 PM    , A49    
2012-01-01-AA-1733-ORD-PHX,January 1- 2012               07:45 PM    ,January 1- 2012               09:40 PM    , H12,January 1- 2012               10:30 PM    ,January 1- 2012     , 6    
2012-01-01-AA-2312-DFW-DTW,January 1- 2012               08:25 PM    ,January 1- 2012     , D37,January 1- 2012               11:50 PM    ,January 1- 2012     , D32    
2012-01-01-AA-85-JFK-SFO,January 1- 2012               03:05 PM    ,January 1- 2012               03:03 PM    , 33,January 1- 2012               06:30 PM    ,January 1- 2012               06:11 PM    , 58B    
2012-01-01-AA-404-MIA-MCO,January 1- 2012               06:45 AM    ,January 1- 2012               06:44 AM    , E7,January 1- 2012               07:45 AM    ,January 1- 2012               07:42 AM    , 16    
2012-01-01-AA-446-DFW-PHL,January 1- 2012               11:50 AM    ,January 1- 2012               12:03 PM    , A18,January 1- 2012               03:50 PM    ,January 1- 2012               03:50 PM    , A9    
2012-01-01-AA-2268-PHX-ORD,January 1- 2012               07:15 AM    ,January 1- 2012               07:13 AM    , 6,January 1- 2012               11:35 AM    ,January 1- 2012               11:32 AM    , H6    
2012-01-01-AA-4344-ORD-DTW,January 1- 2012               11:45 AM    ,January 1- 2012               12:29 PM    , G9,January 1- 2012               02:00 PM    ,January 1- 2012               02:56 PM    , D28    
2012-01-01-AA-484-DFW-MIA,January 1- 2012               04:15 PM    ,January 1- 2012               04:11 PM    , D27,January 1- 2012               07:55 PM    ,January 1- 2012               08:12 PM    , D45    
2012-01-01-AA-3979-CVG-ORD,January 1- 2012               07:30 AM    ,January 1- 2012               07:20 AM    , 1,January 1- 2012               08:00 AM    ,January 1- 2012               07:36 AM    , H2    
2012-01-01-AA-3063-SLC-LAX,January 1- 2012               08:20 PM    ,January 1- 2012               08:11 PM    , A3,January 1- 2012               09:20 PM    ,January 1- 2012     , 44I    
2012-01-01-AA-3859-IAH-ORD,January 1- 2012               07:10 AM    ,January 1- 2012               07:15 AM    , A29,January 1- 2012               09:40 AM    ,January 1- 2012               10:00 AM    , H1B    
2012-01-01-AA-3842-MSP-ORD,January 1- 2012               06:00 AM    ,January 1- 2012               06:03 AM    , E14,January 1- 2012               07:30 AM    ,January 1- 2012               07:25 AM    , G11    
2012-01-01-AA-1544-SAN-ORD,January 1- 2012               11:25 AM    ,January 1- 2012               12:02 PM    , 31,January 1- 2012               05:25 PM    ,January 1- 2012               06:28 PM    , H8    
2012-01-01-AA-649-ORD-SNA,January 1- 2012               01:30 PM    ,January 1- 2012     , K7,January 1- 2012               03:50 PM    ,January 1- 2012     , 7    
2012-01-01-AA-1640-MIA-MCO,January 1- 2012               06:30 PM    ,January 1- 2012     , D5,January 1- 2012               07:25 PM    ,January 1- 2012     , 14    
2012-01-01-AA-518-MIA-JFK,January 1- 2012               06:30 AM    ,January 1- 2012               07:02 AM    , D22,January 1- 2012               09:15 AM    ,January 1- 2012               09:33 AM    , 8    
2012-01-01-AA-2525-DFW-MIA,January 1- 2012               07:25 AM    ,January 1- 2012               12:23 PM    , C8,January 1- 2012               11:10 AM    ,January 1- 2012     , D11    
2012-01-01-AA-1279-DFW-PHX,January 1- 2012               01:00 PM    ,January 1- 2012               01:20 PM    , C15,January 1- 2012               02:35 PM    ,January 1- 2012               02:44 PM    , 4    
2012-01-01-AA-1522-SFO-ORD,January 1- 2012               11:55 PM    ,January 1- 2012     , 56B,January 2- 2012               05:50 AM    ,January 2- 2012     , H10    
2012-01-01-AA-1434-DFW-MCO,January 1- 2012               07:15 AM    ,January 1- 2012               07:09 AM    , C7,January 1- 2012               10:35 AM    ,January 1- 2012               10:32 AM    , 15    
2012-01-01-AA-59-JFK-SFO,January 1- 2012               07:10 AM    ,January 1- 2012               07:08 AM    , 42,January 1- 2012               10:45 AM    ,January 1- 2012               10:25 AM    , 58B    
2012-01-01-AA-415-BOS-ORD,January 1- 2012               08:35 AM    ,January 1- 2012               08:29 AM    , B36,January 1- 2012               10:40 AM    ,January 1- 2012               10:14 AM    , H17    
2012-01-01-AA-222-LAX-BOS,January 1- 2012               07:10 AM    ,January 1- 2012               07:12 AM    , 48A,January 1- 2012               03:30 PM    ,January 1- 2012               03:25 PM    , B28    
2012-01-01-AA-3823-LAX-DEN,January 1- 2012               09:00 PM    ,January 1- 2012     , 44J,January 2- 2012               12:15 AM    ,January 2- 2012     , A49    
2012-01-01-AA-1165-JFK-MIA,January 1- 2012               06:59 AM    ,January 1- 2012               06:59 AM    , 8,January 1- 2012               10:34 AM    ,January 1- 2012               10:03 AM    , D40    
