src,isbn,title,author_list
thebookcom,9780120455997,xml in data management : understanding and applying them together,aiken; peter
bobs books,9780120455997,xml for data managers,aiken;peter; allen;m. david
the book depository,9780120455997,xml in data management,peter aiken
free postage ! @thebookcompany,9780120455997,xml in data management : understanding and applying them together,aiken; peter
books down under,9780120455997,xml for data managers,aiken;peter; allen;m. david
paperbackworld.de,9780120455997,xml in data management: understanding and applying them together,m. david allen; peter aiken
revaluation books,9780120455997,xml in data management understanding and applying them together,aiken; peter/ allen; david m.
bobs books,9780120455997,xml in data management,
bobs books,9780120455997,xml in data management,aiken; peter allen; m.d.
gunter koppon,9780120455997,xml for data managers,aiken;peter
worldofbooks,9780120455997,xml for data managers,aiken;peter
revaluation books,9780120455997,xml in data management: understanding and applying them together (the morgan kaufmann series in data management systems),peter aiken
gunars store,9780120455997,xml for data managers,aiken;peter
limelight bookshop,9780120455997,xml in data management: understanding and applying them together,aiken; peter
a1books,9781558609198,database modeling with microsoft visio for enterprise architects,terry halpin; ken evans; pat hallock; bill maclean
powell's  books,9781558609198,database modeling with ms visio for ente,halpin; terry
aha-buch,9781558609198,database modeling with microsoft visio for enterprise architects,terry halpin; ken evans; pat hallock
quartermelon,9781558609198,database modeling with microsoft&reg; visio for enterprise architects,by (author) halpin; terry by (author) evans; ken by (author) hallock; pat by (author) maclean; bill
the book depository,9781558609198,database modeling with microsoft visio for enterprise,halpin
stratford books,9781558609198,database modeling with microsoft&reg; visio for enterprise architects,by (author) halpin; terry by (author) evans; ken by (author) hallock; pat by (author) maclean; bill
papamedia.com,9781558609198,database modeling with microsoft&reg; visio for enterprise architects (the morgan kaufmann series in data management systems),terry halpin; et al
worldofbooks,9781558609198,database modeling with microsoft visio for enterprise architects,halpin;terry
gunter koppon,9781558609198,database modeling with microsoft visio for enterprise architects,halpin;terry
limelight bookshop,9781558609198,database modeling with microsoft visio for enterprise architects,halpin; terry
gunars store,9781558609198,database modeling with microsoft visio for enterprise architects,evans;ken
the bookman; inc.,9781558606975,managing reference data in enterprise databases: binding corporate data to the wider world,chisholm; malcolm
paperbackworld.de,9781558606975,managing reference data in enterprise databases,malcolm chisholm
limelight bookshop,9781558606975,managing reference data in enterprise databases,chisholm; malcolm h.
quickshipment,9781558605152,database design for smarties: using uml for data modeling (the morgan kaufmann series in data management systems),
frugal media,9781558605152,database design for smarties: using uml for data modeling (the morgan kaufmann series in data management systems),robert j. muller
carlo baroncini,9781558605152,database design for smarties: using uml for data modeling,muller; robert j.
powell's  books,9781558605152,database design for smarties using uml f,muller; robert j
victoria bookshop,9781558605152,database design for smarties : an object-oriented approach to database design (the morgan kaufmann series in data management systems ser.),muller; robert j.
the bookman; inc.,9781558605152,database design for smarties: using uml for data modeling,muller; robert j.
a1books,9781558605152,database design for smarties: using uml for data modeling,robert j. muller
caiman,9781558605152,database design for smarties,muller; robert j.
a1books,9781558605152,database design for smarties: using uml for data modeling,robert j. muller
mildredsbooks,9781558605152,database design for smarties: using uml for data modeling (the morgan kaufmann series in data management systems),robert j. muller
blackwell online,9781558605152,database design for smarties: using uml for data modeling,muller; robert j.
a1books,9781558605152,database design for smarties: using uml for data modeling,robert j. muller
papamedia.com,9781558605152,database design for smarties : using uml for data modeling (the morgan kaufmann series in data management systems),robert j. muller
revaluation books,9781558605152,database design for smarties using uml for data modeling,muller; robert j.
revaluation books,9781558605152,database design for smarties: using uml for data modeling (the morgan kaufmann series in data management systems),robert j. muller
limelight bookshop,9781558605152,database design for smarties: using uml for data modeling,muller; robert j.
utah book and magazine,9781558603042,active database systems: triggers and rules for advanced database processing,widom; jennifer
oxbooks,9781558603042,active database systems: triggers and rules for advanced database processing...,
bookmantra.com,9781558603042,a guide to active database systems,widom; jennifer;ceri; stefano;
a1books,9781558603042,active database systems : triggers and rules for advanced database processing,jennifer widom
a1books,9781558603042,active database systems : triggers and rules for advanced database processing,jennifer widom
thomas f. pesce',9781558603042,active database systems: triggers and rules for advanced database processing,widom; jennifer; ceri; stefano
papamedia.com,9781558603042,active database systems : triggers and rules for advanced database processing (the morgan kaufmann series in data management systems),jennifer widom
revaluation books,9781558603042,active database systems: triggers and rules for advanced database processing (the morgan kaufmann series in data management systems),jennifer widom stefano ceri
a1books,9781558609358,understanding your users : a practical guide to user requirements methods; tools; and techniques,catherine courage; kathy baxter
bookbuyers online,9781558609358,understanding your users: a practical guide to user requirements methods; tools; and techniques (the morgan kaufmann series in interactive technologies),catherine courage kathy baxter
caiman,9781558609358,understanding your users -os,courage; catherine
browns books,9781558609358,understanding your users,baxter; kathy
powell's  books,9781558609358,understanding your users a practical guide to,courage; catherine
college book service,9781558609358,understanding your users: a practical guide to user requirements; methods; tools and techniques; pb; 2005,courage; catherine/ baxte
book lovers usa,9781558609358,understanding your users: a practical guide to user requirements methods; tools; and techniques (the morgan kaufmann series in interactive technologies),catherine courage; kathy baxter
quartermelon,9781558609358,understanding your users a practical guide to user requirements methods tools and techniques,baxter; kathy courage; catherine
sarl culture-factory,9781558609358,understanding your users,catherine courage
blackwell online,9781558609358,understanding your users,kathy baxter; catherine courage
lakeside books,9781558609358,understanding your users,baxter; kathycourage; catherine
lakeside books,9781558609358,understanding your users,baxter; kathycourage; catherine
aha-buch,9781558609358,understanding users,catherine courage; kathy baxter
thebookcom,9781558609358,understanding your users : a practical guide to user requirements methods tools and techniques,baxter; kathy
a1books,9781558609358,understanding your users : a practical guide to user requirements methods; tools; and techniques,catherine courage; kathy baxter
